BBL,49.370,46.352,1.065118
BBSI,81.630,73.292,1.113760
BBT,49.940,48.765,1.024086
BBU,39.230,36.614,1.071447
BBVA,5.680,5.830,0.974322
BBW,5.670,5.313,1.067214
BBX,4.570,5.581,0.818828
BBY,71.890,65.967,1.089788
BC,45.210,49.153,0.919780
BCBP,13.020,12.444,1.046258
BCC,28.340,26.436,1.072019
BCE,46.220,44.105,1.047962
BCEI,20.660,22.325,0.925428
BCH,29.450,29.860,0.986264
BCLI,4.180,3.836,1.089733
BCML,23.370,22.518,1.037815
BCO,84.660,76.899,1.100923
BCOM,1.500,3.132,0.479000
BCOR,29.710,30.899,0.961512
BCOV,10.410,8.861,1.174822
BCOW,9.250,0.000,
BCPC,99.500,91.718,1.084846
BCRH,6.410,6.848,0.936100
BCRX,3.730,7.176,0.519803
BCS,7.840,8.166,0.960057
BCTF,15.700,15.236,1.030461
BCYC,9.000,0.000,
BDC,56.370,55.781,1.010552
BDGE,29.390,29.873,0.983840
BDL,23.000,24.382,0.943331
BDN,14.560,15.115,0.963284
BDR,0.960,1.054,0.910710
BDSI,4.620,4.584,1.007810
BDX,254.200,240.234,1.058136
BE,12.810,12.219,1.048327
BEAT,48.950,60.087,0.814654
BECN,36.910,35.558,1.038009
BEDU,10.180,10.619,0.958679
BELFA,15.270,18.794,0.812475
BELFB,16.500,21.842,0.755413
BEN,35.290,32.801,1.075880
BEP,35.980,31.033,1.159415
BERY,54.360,52.017,1.045049
BEST,5.400,5.179,1.042655
BFAM,154.800,127.254,1.216467
BFC,69.780,59.948,1.164008
BFIN,14.090,14.812,0.951262
BFRA,18.220,14.070,1.294969
BFS,56.860,53.669,1.059452
BFST,25.760,24.519,1.050620
BG,56.610,53.293,1.062244
BGCP,5.470,5.548,0.985992
BGFV,1.990,2.976,0.668590
BGG,10.000,12.084,0.827564
BGI,1.170,0.999,1.171073
BGNE,127.910,130.942,0.976844
BGS,21.420,24.605,0.870570
BGSF,18.590,21.972,0.846074
BH,102.500,124.385,0.824056
BHB,26.180,25.072,1.044177
BHC,25.280,23.738,1.064969
BHE,25.080,25.541,0.981954
BHF,37.100,37.854,0.980076
BHGE,24.550,24.615,0.997339
BHLB,31.470,29.400,1.070403
BHP,56.610,52.716,1.073864
BHR,9.510,11.532,0.824657
BHTG,1.850,2.414,0.766494
BHVN,42.920,49.361,0.869512
BID,58.500,41.437,1.411797
BIDU,116.290,153.711,0.756547
BIG,27.060,32.743,0.826448
BIIB,234.250,271.667,0.862269
BILI,16.740,16.751,0.999339
BIMI,2.670,6.340,0.421151
BIO,313.330,284.579,1.101032
BIOC,1.040,1.188,0.875691
BIOL,1.720,1.899,0.905518
BIOS,2.610,2.672,0.976914
BIOX,5.400,6.481,0.833177
BIP,43.840,40.623,1.079196
BIQI,0.700,1.669,0.419430
BITA,10.570,15.217,0.694617
BJ,25.950,25.960,0.999600
BJRI,44.680,47.873,0.933312
BK,44.530,49.031,0.908208
BKD,8.160,6.984,1.168467
BKE,16.950,17.934,0.945146
BKEP,1.330,1.336,0.995714
BKEPP,5.200,5.326,0.976309
BKH,79.390,72.106,1.101019
BKI,60.640,53.721,1.128787
BKJ,13.890,13.356,1.039997
BKNG,1924.750,1792.238,1.073937
BKS,6.610,5.814,1.137007
BKSC,19.320,18.532,1.042535
BKTI,4.000,4.121,0.970694
BKU,33.670,34.338,0.980544
BKYI,1.270,1.172,1.083702
BL,49.540,48.287,1.025949
BLBD,19.390,18.533,1.046247
BLCM,1.760,2.977,0.591270
BLD,81.500,66.510,1.225382
BLDP,4.230,3.448,1.226929
BLDR,16.970,14.082,1.205125
BLFS,15.710,16.559,0.948707
