XELA,Miscellaneous,Business Services,294.28,2.02,3.299,0.612341,7,0.19,26,-0.16,-0.17,-0.2,-0.56,-0.21,\N,28,\N,2019-07-05 23:50:25
EXEL,Health Care,Biotechnology: Commercial Physical & Biological Re,6380,21.12,21.793,0.969126,38,7.4,89,0.37,0.28,0.41,1.15,0.24,-0.142857,59,\N,2019-07-05 23:50:43
EXFO,Capital Goods,Electrical Products,89.54,4.06,3.779,1.07447,72,0.76,41,-0.08,-0.11,-0.07,-0.14,0.09,\N,28,\N,2019-07-05 23:51:05
EXLS,Miscellaneous,Business Services,2230,66.52,60.006,1.10856,80,2.45,64,0.66,0.41,0.43,0.11,0.42,-0.436364,50,\N,2019-07-05 23:51:32
EXPI,Finance,Real Estate,664.26,10.4,10.402,0.999824,47,1.11,48,-0.19,-0.03,-0.08,-0.09,-0.1,\N,28,\N,2019-07-05 23:52:00
EXPE,Consumer Services,Transportation Services,19320,135.12,122.48,1.1032,78,1.77,57,-0.91,0.01,3.43,0.11,-0.69,0.0506912,70,\N,2019-07-05 23:52:19
EXPD,Transportation,Oil Refining/Marketing,12700,75.37,73.754,1.02191,55,1.54,54,0.76,0.79,0.92,1.02,0.8,0.153846,76,\N,2019-07-05 23:52:39
EXPO,Consumer Services,Professional Services,2970,58.75,55.474,1.05905,68,8.35,90,0.38,0.34,0.32,0.3,0.42,0.333333,83,\N,2019-07-05 23:52:59
STAY,Consumer Services,Hotels/Resorts,3120,17.1,17.466,0.979069,41,2.59,65,0.08,0.34,0.38,-0.21,0.12,0.0677966,71,\N,2019-07-05 23:53:19
XOG,Energy,Oil & Gas Production,677.45,4.11,4.236,0.970318,39,0.71,40,-0.32,0.03,0.33,0.51,-0.6,-0.252252,54,\N,2019-07-05 23:53:35
EXTR,Technology,Computer Communications Equipment,680.47,6.5,6.908,0.940988,32,0.75,40,-0.12,-0.05,-0.08,0.06,-0.06,0.333333,83,\N,2019-07-05 23:53:54
EYEG,Health Care,Major Pharmaceuticals,11.17,0.25,0.359,0.696038,10,3.58,73,-0.14,-0.07,-0.07,-0.05,0.01,\N,28,\N,2019-07-05 23:54:14
EYEN,Health Care,Major Pharmaceuticals,51.92,4.07,4.857,0.837997,19,\N,16,\N,\N,\N,\N,\N,\N,28,could not convert string to float: N/A,\N
EYPT,Capital Goods,Biotechnology: Laboratory Analytical Instruments,167.65,1.63,2.007,0.812117,16,24.92,97,-0.13,-0.15,-0.62,-0.44,-0.2,\N,28,\N,2019-07-05 23:54:42
EZPW,Consumer Services,Other Specialty Stores,530.61,9.76,9.549,1.02215,56,0.63,38,0.2,0.25,0,-0.07,0.06,-0.4375,49,\N,2019-07-05 23:55:00
FFIV,Technology,Computer Communications Equipment,8420,147.66,155.123,0.951892,35,3.98,76,1.77,1.99,2.18,2.16,1.93,0.390244,85,\N,2019-07-05 23:55:20
FB,Technology,Computer Software: Programming\, Data Processing,539040,196.4,170.932,1.14899,87,9.4,91,1.69,1.74,1.76,2.38,0.85,-0.54902,47,\N,2019-07-05 23:56:14
FLMN,Energy,Oil & Gas Production,675.71,8.29,8.201,1.01082,51,\N,16,\N,\N,\N,\N,\N,\N,28,,\N
DAVE,Consumer Services,Restaurants,37.47,4.99,4.873,1.024,56,0.84,42,0.13,0.16,0.15,0.12,0.01,-0.8,42,\N,2019-07-05 23:57:31
FANH,Finance,Specialty Insurers,1980,32.71,26.724,1.22398,93,\N,16,\N,\N,\N,\N,\N,\N,28,could not convert string to float: N/A,\N
FARM,Consumer Non-Durables,Packaged Foods,277.75,17.44,21.271,0.819905,17,0.49,34,-0.24,0,-0.18,-0.6,-3.05,-0.921311,40,\N,2019-07-05 23:57:52
FMAO,Finance,Savings Institutions,307.09,28.6,30.696,0.931712,30,5.88,85,0.41,0.44,0.42,0.34,0.29,-0.8,42,\N,2019-07-05 23:58:12
FMNB,Finance,Major Banks,388,14.85,13.993,1.06121,68,4.02,77,0.28,0.29,0.29,0.31,0.3,0.666667,92,\N,2019-07-05 23:58:31
FAMI,Consumer Non-Durables,Packaged Foods,21.48,1.75,3.032,0.577151,6,\N,16,\N,\N,\N,\N,\N,\N,28,list index out of range,\N
FARO,Capital Goods,Industrial Machinery/Components,851.4,49,47.31,1.03572,60,2.09,61,0.03,0.07,-0.15,0.33,0.01,-0.0416667,64,\N,2019-07-05 23:59:10
FAST,Consumer Services,RETAIL: Building Materials,18400,32.09,31.452,1.02029,55,3.6,73,0.3,0.37,0.34,0.29,0.34,0.5,88,\N,2019-07-05 23:59:26
FAT,Consumer Services,Restaurants,48.42,4.092,5.073,0.806654,16,2.55,65,0.05,0.04,0,-0.23,-0.06,-0.392857,51,\N,2019-07-06 00:00:08
FATE,Health Care,Biotechnology: Biological Products (No Diagnostic ,1290,21.12,16.944,1.24647,94,203.77,100,-0.27,-0.37,-0.31,-0.25,-0.3,\N,28,\N,2019-07-06 00:00:31
FBSS,Finance,Major Banks,79.6,21.12,20.776,1.01657,53,2.81,67,0.42,0.44,0.35,0.42,0.43,0.111111,73,\N,2019-07-06 00:00:46
FNHC,Finance,Property-Casualty Insurers,184.97,14.31,16.669,0.858491,21,0.46,34,0.58,0.69,0.62,-0.73,-0.3,-0.619718,45,\N,2019-07-06 00:01:09
FENC,Health Care,Biotechnology: Biological Products (No Diagnostic ,77.2,4.09,5.361,0.762929,13,\N,16,\N,\N,\N,\N,\N,\N,28,could not convert string to float: N/A,\N
GSM,Capital Goods,Metal Fabrications,248.61,1.89,2.067,0.914257,27,0.14,25,0.21,0.39,-0.01,-0.35,-0.16,-0.5,48,\N,2019-07-06 00:01:31
FFBW,Finance,Savings Institutions,68.58,10.2,10.546,0.967227,38,7.71,89,0.02,0.06,0.05,0.04,0.04,0.5,88,\N,2019-07-06 00:01:55
FCSC,Health Care,Major Pharmaceuticals,18.64,1.9,2.003,0.948696,34,\N,16,\N,\N,\N,\N,\N,\N,28,could not convert string to float: N/A,\N
FGEN,Health Care,Major Pharmaceuticals,3640,44.33,48.712,0.91005,27,18.67,96,-0.5,-0.28,-0.5,0.23,-0.53,-0.0394737,64,\N,2019-07-06 00:02:17
FDBC,Finance,Major Banks,232.83,67,60.481,1.10778,79,6.38,86,0.67,0.73,0.75,0.75,0.73,0.75,93,\N,2019-07-06 00:02:34
LION,Finance,Major Banks,839.4,30.97,29.434,1.05218,66,\N,16,\N,\N,\N,\N,\N,\N,28,,\N
FRGI,Consumer Services,Restaurants,343.7,13.14,14.041,0.935806,31,0.53,35,0.15,0.35,0.08,-0.3,0.08,-0.107692,60,\N,2019-07-06 00:03:07
FITB,Finance,Major Banks,19830,28.35,26.981,1.05072,65,2.94,68,0.97,0.8,0.61,0.64,1.12,0.294118,82,\N,2019-07-06 00:03:21
FITBI,Finance,Major Banks,509.58,27.72,27.676,1.00158,47,\N,16,\N,\N,\N,\N,\N,\N,28,could not convert string to float: ,\N
FISI,Finance,Major Banks,438.45,28.77,27.962,1.02888,58,2.99,69,0.56,0.74,0.64,0.45,0.7,0.482759,87,\N,2019-07-06 00:04:00
FNSR,Technology,Semiconductors,2680,23.21,22.85,1.01576,53,2.17,61,-0.16,-0.16,-0.04,-0.13,-0.12,\N,28,\N,2019-07-06 00:04:24
FNJN,Miscellaneous,Multi-Sector Companies,61.02,2.33,2.804,0.830852,18,3.52,73,0.93,0.24,-0.28,-0.29,-0.22,-0.942623,40,\N,2019-07-06 00:04:43
FTAC,Finance,Business Services,442.43,9.9,0,0,2,\N,16,\N,\N,\N,\N,\N,\N,28,could not convert string to float: N/A,\N
FEYE,Technology,Computer peripheral equipment,3020,15.18,16.041,0.946321,33,3.56,73,-0.39,-0.38,-0.26,-0.25,-0.38,\N,28,\N,2019-07-06 00:05:11
FBNC,Finance,Major Banks,1060,36.71,36.523,1.00511,49,4.02,77,0.7,0.77,0.74,0.8,0.75,0.5,88,\N,2019-07-06 00:05:30
FNLC,Finance,Major Banks,272.73,26.61,26.019,1.02271,56,4.59,80,0.51,0.53,0.55,0.59,0.57,0.75,93,\N,2019-07-06 00:05:52
BUSE,Finance,Major Banks,1430,26.78,25.748,1.04007,62,4.41,79,0.45,0.51,0.55,0.51,0.48,0.3,82,\N,2019-07-06 00:06:15
FBIZ,Finance,Major Banks,204.6,24.83,21.951,1.13115,84,2.68,66,0.42,0.38,0.6,0.46,0.67,0.862069,95,\N,2019-07-06 00:06:37
FCAP,Finance,Savings Institutions,162.27,51.96,49.084,1.05859,67,5.33,83,0.64,0.63,0.76,0.74,0.64,-0.00000000000000355271,66,\N,2019-07-06 00:06:57
FCBP,Finance,Major Banks,249.31,22.58,21.779,1.03679,60,3.84,75,0.33,0.47,0.25,0.56,0.59,0.764706,94,\N,2019-07-06 00:07:14
FCNCA,Finance,Major Banks,4870,458.78,426.136,1.0766,72,3.21,71,8.35,7.77,9.8,7.62,9.67,0.605505,90,\N,2019-07-06 00:07:33
FCBC,Finance,Major Banks,517.45,33.31,33.907,0.982399,42,4.6,80,0.52,0.54,0.55,0.57,0.6,1,100,\N,2019-07-06 00:07:50
FCCO,Finance,Major Banks,142.34,19.89,19.117,1.04045,62,3.2,70,0.35,0.39,0.37,0.35,0.32,-0.428571,50,\N,2019-07-06 00:08:07
FDEF,Finance,Savings Institutions,540.33,28.45,28.639,0.993414,45,3.8,75,0.57,0.54,0.55,0.59,0.57,0,67,\N,2019-07-06 00:08:24
FFBC,Finance,Major Banks,2310,24.59,24.917,0.986872,43,4.11,77,0.49,0.37,0.51,0.56,0.47,-0.105263,60,\N,2019-07-06 00:08:46
FFIN,Finance,Major Banks,4030,30.99,30.27,1.0238,56,11.23,93,0.26,0.28,0.29,0.28,0.28,0.666667,92,\N,2019-07-06 00:09:27
THFF,Finance,Major Banks,481.68,40.4,41.266,0.979012,41,3.31,71,0.73,1.25,0.92,0.9,0.79,0.115385,73,\N,2019-07-06 00:09:50
FFNW,Finance,Major Banks,142.99,13.92,15.672,0.888183,24,3.41,72,0.66,0.3,0.27,0.21,0.19,-1,39,\N,2019-07-06 00:10:12
FFWM,Finance,Major Banks,582.3,14.02,14.073,0.996255,46,3.19,70,0.23,0.12,0.33,0.31,0.25,0.0952381,72,\N,2019-07-06 00:10:37
FGBI,Finance,Savings Institutions,172.62,20.8,21.238,0.979356,41,2.95,68,0.41,0.52,0.39,0.3,0.36,-0.227273,55,\N,2019-07-06 00:10:58
FHB,Finance,Major Banks,3410,25.75,26.051,0.988458,43,4.74,81,0.49,0.5,0.5,0.44,0.52,0.375,84,\N,2019-07-06 00:11:22
INBK,Finance,Major Banks,198.9,21.44,21.149,1.01376,52,3.21,71,0.71,0.67,0.61,0.35,0.56,-0.416667,50,\N,2019-07-06 00:11:42
FIBK,Finance,Major Banks,2490,39.84,39.855,0.99963,47,4.47,80,0.65,0.74,0.71,0.67,0.69,0.444444,86,\N,2019-07-06 00:12:07
FRME,Finance,Major Banks,1810,38.23,37.385,1.02259,56,4.58,80,0.74,0.8,0.83,0.85,0.78,0.363636,84,\N,2019-07-06 00:12:27
FMBH,Finance,Major Banks,565.69,34.34,33.911,1.01266,52,3.7,74,0.66,0.72,0.54,0.62,0.8,0.538462,89,\N,2019-07-06 00:12:48
FMBI,Finance,Major Banks,2240,20.88,21.206,0.984611,42,3.61,74,0.33,0.29,0.52,0.39,0.43,0.434783,86,\N,2019-07-06 00:13:11
FXNC,Finance,Major Banks,107.61,20.49,20.327,1.00802,50,2.83,67,0.54,0.49,0.54,0.47,0.46,-1,39,\N,2019-07-06 00:13:32
FNWB,Finance,Banks,178.67,16.41,15.887,1.03292,59,4.27,78,0.14,0.15,0.19,0.21,0.22,1,100,\N,2019-07-06 00:13:53
FSFG,Finance,Savings Institutions,135.65,60.9,54.703,1.11329,81,2.46,64,0.69,1.31,1.16,1.24,1.5,1,100,\N,2019-07-06 00:14:18
FSLR,Technology,Semiconductors,6510,66.84,55.379,1.20696,92,3.21,71,0.78,-0.46,0.54,0.49,-0.64,-1,39,\N,2019-07-06 00:14:43
FUNC,Finance,Major Banks,130.08,19.68,17.76,1.1081,79,2.39,63,0.35,0.43,0.39,0.34,0.44,0.9,96,\N,2019-07-06 00:15:04
FUSB,Finance,Major Banks,58.37,9.31,9.515,0.978498,41,1.55,55,0.06,0.06,0.03,0.22,0.18,0.631579,91,\N,2019-07-06 00:15:28
MYFW,Finance,Major Banks,110.9,13.11,13.316,0.984528,42,\N,16,\N,\N,\N,\N,\N,\N,27,,\N
FCFS,Consumer Services,Other Specialty Stores,4320,102.2,89.3,1.14445,86,2.43,64,0.9,0.67,0.76,1.09,0.98,0.190476,77,\N,2019-07-06 00:16:09
FSV,Finance,Real Estate,3610,97.58,86.336,1.13023,83,1.77,57,0.17,0.62,0.7,0.31,0.06,-0.171875,58,\N,2019-07-06 00:16:33
FISV,Technology,EDP Services,35430,94.46,85.099,1.11,80,6.26,86,1,0.6,0.55,0.71,0.56,-0.977778,40,\N,2019-07-06 00:16:52
FIVE,Consumer Services,Department/Specialty Retail Stores,6630,127.47,125.792,1.01334,52,4.25,78,0.39,0.45,0.24,1.59,0.46,0.0518519,70,\N,2019-07-06 00:17:14
FPRX,Health Care,Major Pharmaceuticals,219.62,6.12,10.303,0.594007,7,9.49,91,-0.63,-0.99,-1.37,-1.12,-1.02,\N,27,\N,2019-07-06 00:17:35
FVE,Health Care,Hospital/Nursing Management,25.95,0.45,0.699,0.643629,8,0.02,22,-0.16,-0.42,-0.43,-0.47,-0.66,\N,27,\N,2019-07-06 00:17:58
FIVN,Technology,EDP Services,2990,51.7,50.65,1.02073,55,11.28,93,-0.01,-0.04,-0.02,0.06,-0.03,-0.2,56,\N,2019-07-06 00:18:19
FLEX,Technology,Electrical Products,4790,9.8,9.801,0.999899,47,0.19,26,-0.04,0.22,0.16,-0.09,-0.12,-0.235294,55,\N,2019-07-06 00:18:38
FLKS,Health Care,Major Pharmaceuticals,9.22,0.533,0.418,1.27645,95,12.44,94,-0.46,-0.5,-0.15,-0.11,-0.12,\N,27,\N,2019-07-06 00:19:00
FLXN,Health Care,Major Pharmaceuticals,428.94,11.12,12.389,0.897603,25,13.72,94,-1.1,-1.16,-1.15,-1.07,-1.09,\N,27,\N,2019-07-06 00:19:20
FPAY,Technology,Diversified Commercial Services,18.02,1.09,0.88,1.23907,94,0.21,26,-0.87,-0.55,-0.48,-0.56,-0.01,\N,27,\N,2019-07-06 00:19:41
FLXS,Consumer Durables,Home Furnishings,130.81,17.06,22.219,0.767827,13,0.28,29,0.39,0.28,0.16,0.2,-1.97,-1,39,\N,2019-07-06 00:20:03
FLIR,Capital Goods,Industrial Machinery/Components,7250,54.51,49.552,1.10006,78,4.12,77,0.28,0.51,0.52,0.71,0.45,0.395349,85,\N,2019-07-06 00:20:39
FLNT,Consumer Services,Advertising,384.96,5.57,5.357,1.0398,62,1.6,55,-0.4,0.03,0.06,0.02,0.01,0.891304,96,\N,2019-07-06 00:20:59
FLDM,Capital Goods,Biotechnology: Laboratory Analytical Instruments,828.93,11.59,11.591,0.999954,47,6.98,88,-0.34,-0.42,-0.38,-0.36,-0.44,\N,27,\N,2019-07-06 00:21:17
FFIC,Finance,Major Banks,600.39,22.57,22.256,1.01411,52,3.67,74,0.39,0.48,0.61,0.44,0.25,-0.388889,51,\N,2019-07-06 00:21:44
FNCB,Finance,Major Banks,156.45,8.23,7.978,1.03159,59,4.06,77,0.12,0.14,0.11,0.42,0.14,0.0645161,71,\N,2019-07-06 00:22:03
FOMX,Consumer Durables,Specialty Chemicals,140.95,2.29,3.331,0.68753,9,41.05,98,-0.69,-0.46,-0.38,-0.2,-0.28,\N,27,\N,2019-07-06 00:22:21
FOCS,Finance,Investment Managers,1870,27.8,31.791,0.874466,22,\N,16,\N,\N,\N,\N,\N,\N,27,,\N
FONR,Health Care,Biotechnology: Electromedical & Electrotherapeutic,147.86,21.93,21.058,1.0414,62,1.56,55,0.51,1.44,0.48,0.51,0.56,0.0520833,70,\N,2019-07-06 00:23:06
FSCT,Technology,Computer peripheral equipment,1490,35.87,36.041,0.995262,46,5.01,82,-0.74,-0.5,-0.2,-0.42,-0.78,\N,27,\N,2019-07-06 00:23:26
FRSX,Technology,Computer Software: Prepackaged Software,34.58,1.82,1.466,1.24123,94,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
FORM,Technology,Semiconductors,1070,15.79,15.695,1.00603,49,2.17,61,0.03,0.12,0.1,1.13,0.07,0.0363636,69,\N,2019-07-06 00:23:47
FORTY,Technology,EDP Services,757.07,49.5,44.077,1.12304,82,0.54,36,0.48,0.51,0.45,0.7,0.58,0.4,85,\N,2019-07-06 00:24:07
FORR,Consumer Services,Diversified Commercial Services,853.45,47.97,47.308,1.01399,52,2.3,63,-0.1,0.43,0.21,0.29,-0.73,-0.543103,47,\N,2019-07-06 00:24:31
FRTA,Capital Goods,Building Materials,265.55,5.25,4.819,1.0894,75,0.23,27,-0.31,0.11,0.09,-0.27,-0.39,-0.16,58,\N,2019-07-06 00:24:54
FTNT,Technology,Computer peripheral equipment,12780,78.89,80.705,0.97751,40,7.12,88,0.24,0.28,0.33,1.04,0.34,0.125,74,\N,2019-07-06 00:51:41
FBIO,Health Care,Major Pharmaceuticals,108.28,1.52,1.705,0.891595,25,3.61,73,-0.49,-0.5,-0.37,-0.58,0.02,\N,27,\N,2019-07-06 00:51:55
FBIOP,Health Care,Major Pharmaceuticals,21.1,20.954,19.367,1.08194,74,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: ,\N
FTSV,Health Care,Major Pharmaceuticals,338.68,10.53,15.118,0.696499,10,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
FMCI,Finance,Business Services,258.35,10.06,9.91,1.01512,53,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
FWRD,Transportation,Oil Refining/Marketing,1630,59.21,61.145,0.968359,38,1.26,50,0.6,0.82,0.76,0.95,0.64,0.114286,73,\N,2019-07-06 00:52:26
FORD,Consumer Non-Durables,Plastic Products,11.15,1.13,1.436,0.786849,14,0.3,29,0.1,0.02,0.02,-0.06,-0.12,-1,39,\N,2019-07-06 00:52:40
FWP,Health Care,Major Pharmaceuticals,48.96,0.998,1.118,0.89244,25,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
FOSL,Consumer Non-Durables,Consumer Specialties,560.07,10.94,14.02,0.780335,14,0.23,27,-0.99,-0.16,0.1,0.94,-0.25,0.38342,85,\N,2019-07-06 00:52:54
FOX,Consumer Services,Broadcasting,21840,36.56,41.479,0.881402,23,\N,16,\N,\N,\N,\N,\N,\N,27,,\N
FOXA,Consumer Services,Broadcasting,21930,36.6,41.799,0.875628,23,\N,16,\N,\N,\N,\N,\N,\N,27,,\N
FOXF,Consumer Non-Durables,Motor Vehicles,2990,84.16,69.12,1.21759,93,4.89,82,0.55,0.47,0.62,0.52,0.46,-0.5625,47,\N,2019-07-06 00:53:36
FRAN,Consumer Services,Clothing/Shoe/Accessory Stores,14.16,4.98,8.24,0.604403,7,0.03,22,-1.32,0.12,-5.64,-7.32,-3.48,-0.290323,53,\N,2019-07-06 00:53:50
FELE,Consumer Durables,Metal Fabrications,2120,46.6,48.108,0.96866,38,1.66,56,0.45,0.64,0.63,0.51,0.19,-0.577778,46,\N,2019-07-06 00:54:04
FRAF,Finance,Major Banks,160.21,38.3,36.545,1.04801,64,3.81,75,0.8,-1.18,0.91,0.86,0.73,-0.0334928,64,\N,2019-07-06 00:54:18
FRED,Consumer Services,Department/Specialty Retail Stores,12.06,0.53,1.837,0.288462,3,0.02,22,-0.6,-0.88,-0.74,1.91,-0.96,-0.125436,59,\N,2019-07-06 00:54:32
RAIL,Capital Goods,Railroads,75.58,5.91,6.878,0.859231,21,0.25,28,-0.51,-0.19,-0.5,-2.06,-1.12,\N,27,\N,2019-07-06 00:54:45
FEIM,Capital Goods,Electrical Products,94.28,12,11.608,1.03375,60,2.32,63,-1.18,-1.42,0,0.01,-0.04,0.797203,94,\N,2019-07-06 00:54:59
FRPT,Consumer Non-Durables,Packaged Foods,1640,45.83,41.815,1.09603,77,8.07,89,-0.1,-0.1,0,0.05,-0.1,0,67,\N,2019-07-06 00:55:13
FTDR,Finance,Diversified Commercial Services,3450,44.33,34.633,1.28,95,\N,16,\N,\N,\N,\N,\N,\N,27,,\N
FTEO,Technology,EDP Services,131.14,6.533,10.156,0.643256,8,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
FTR,Public Utilities,Telecommunications Equipment,158.99,1.77,2.219,0.797736,15,0.02,22,-0.44,-0.92,-4.11,-2.12,-0.84,\N,27,\N,2019-07-06 00:55:42
FRPH,Finance,Real Estate,489.71,53.9,49.603,1.08662,75,23.8,97,0.15,11.87,0.22,0.07,0.19,0.00338983,68,\N,2019-07-06 00:55:56
FSBW,Finance,Banks,220.04,50.92,49.559,1.02747,58,3.11,70,1.15,1.13,1.07,2.83,1.15,0,67,\N,2019-07-06 00:56:11
FSBC,Finance,Savings Institutions,34.39,17.53,17.471,1.00339,48,3.19,70,0.05,0.04,-0.03,0.02,0,-0.625,45,\N,2019-07-06 00:56:25
FTEK,Capital Goods,Pollution Control Equipment,31.44,1.39,1.626,0.854602,20,0.63,38,-0.01,-0.07,0.04,0.04,-0.05,-0.363636,51,\N,2019-07-06 00:56:54
FCEL,Miscellaneous,Industrial Machinery/Components,4.25,0.8,3.718,0.215191,3,0.29,29,-2.76,-2.4,-2.28,-3.96,-2.06,\N,27,\N,2019-07-06 00:57:09
FLGT,Health Care,Medical Specialities,109.95,6.272,5.326,1.17752,90,5.01,82,-0.11,-0.06,-0.03,-0.05,-0.1,\N,27,\N,2019-07-06 00:57:25
FORK,Consumer Non-Durables,Plastic Products,33.96,2.11,2.638,0.799781,15,0.25,28,0.02,0.09,0.1,0.13,0.09,0.636364,91,\N,2019-07-06 00:57:39
FLL,Consumer Services,Hotels/Resorts,50.41,1.75,2.16,0.810157,16,0.28,29,-0.2,-0.02,0.04,-0.07,-0.06,0.583333,90,\N,2019-07-06 00:57:53
FULT,Finance,Major Banks,2650,16.57,16.374,1.01195,51,3.5,73,0.28,0.2,0.37,0.33,0.33,0.294118,82,\N,2019-07-06 00:58:07
FNKO,Consumer Non-Durables,Recreational Products/Toys,1150,21.72,19.75,1.09976,78,1.53,54,0.04,0.01,0.08,0.23,0.08,0.181818,77,\N,2019-07-06 00:58:21
FHL,Finance,Investment Bankers/Brokers/Service,1100,10.79,9.585,1.12571,83,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
FTFT,Consumer Non-Durables,Packaged Foods,38.77,1.22,1.036,1.17722,90,20.08,96,-1.9,-18.07,-0.42,-0.23,-0.94,\N,27,\N,2019-07-06 00:58:36
FFHL,Capital Goods,Specialty Chemicals,6.18,2,2.288,0.87412,22,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
FVCB,Finance,Major Banks,260.37,19.13,17.494,1.0935,76,6.28,86,0.25,0.26,0.27,0.1,0.27,0.117647,74,\N,2019-07-06 00:58:50
WILC,Consumer Non-Durables,Food Distributors,130.42,10.22,8.544,1.19622,91,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GTHX,Health Care,Major Pharmaceuticals,1030,27.89,20.302,1.37374,98,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GAIA,Consumer Services,Movies/Entertainment,136.22,7.35,9.47,0.776173,14,2.79,67,-0.39,-0.35,-0.58,-0.62,-0.38,\N,27,\N,2019-07-06 00:59:06
GLPG,Health Care,Major Pharmaceuticals,6920,134.99,110.158,1.22543,93,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GALT,Health Care,Major Pharmaceuticals,219.5,3.96,4.523,0.875456,23,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GLMD,Health Care,Major Pharmaceuticals,138.29,6.99,7.584,0.921644,28,83.38,99,-0.17,-0.17,-0.05,-0.18,-0.17,\N,27,\N,2019-07-06 00:59:22
GMDA,Health Care,Biotechnology: Biological Products (No Diagnostic ,125.2,4.9,9.806,0.499685,5,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GLPI,Consumer Services,Real Estate Investment Trusts,8380,39.88,37.945,1.05101,65,7.69,89,0.45,0.43,0.49,0.21,0.43,-0.0714286,62,\N,2019-07-06 00:59:37
GRMN,Capital Goods,Industrial Machinery/Components,15220,79.75,78.294,1.0186,54,4.42,80,0.68,1,0.97,1,0.74,0.1875,77,\N,2019-07-06 00:59:51
GLIBA,Public Utilities,Telecommunications Equipment,6100,63.14,54.905,1.14999,87,7.43,89,-1.58,-2.82,2.91,-6.64,6.41,0.612261,90,\N,2019-07-06 01:00:05
GLIBP,Public Utilities,Telecommunications Equipment,931.33,25.4,25.034,1.01464,53,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: ,\N
GDS,Technology,Computer Software: Programming\, Data Processing,4140,38.69,33.296,1.16201,88,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GEMP,Health Care,Major Pharmaceuticals,17.19,0.76,1.093,0.695567,10,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GENC,Capital Goods,Construction/Ag Equipment/Trucks,180.31,13.21,12.609,1.04769,64,2.07,60,0.26,0.18,0.25,0.02,0.51,0.510204,88,\N,2019-07-06 01:00:35
GFN,Technology,Diversified Commercial Services,249.71,8.14,9.305,0.874759,22,0.66,39,-0.06,-0.44,-0.01,-0.17,-0.04,\N,27,\N,2019-07-06 01:01:04
GFNCP,Technology,Diversified Commercial Services,41.24,102.5,101.937,1.00552,49,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: ,\N
GENE,Health Care,Biotechnology: Biological Products (No Diagnostic ,11.06,0.65,0.789,0.823899,17,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GNFT,Health Care,Biotechnology: Biological Products (No Diagnostic ,774.11,19.34,25.947,0.745356,12,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GNUS,Consumer Services,Movies/Entertainment,16.17,1.44,2.001,0.719635,11,7.38,89,-0.18,-0.26,-0.24,-0.41,-0.54,\N,27,\N,2019-07-06 01:01:35
GNMK,Health Care,Medical/Dental Instruments,358.14,6.49,6.762,0.95981,36,5.09,83,-0.21,-0.3,-0.2,-0.21,-0.21,\N,27,\N,2019-07-06 01:01:48
GNCA,Health Care,Biotechnology: Biological Products (No Diagnostic ,49.32,3.83,4.989,0.767629,13,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GHDX,Health Care,Medical Specialities,2000,58.39,66.29,0.880832,23,5.28,83,-0.11,0.23,0.32,0.23,0.34,1,100,\N,2019-07-06 01:02:04
GNPX,Health Care,Major Pharmaceuticals,18.72,1.18,1.575,0.749155,12,\N,16,\N,\N,\N,\N,\N,\N,27,could not convert string to float: N/A,\N
GNTX,Capital Goods,Auto Parts:O.E.M.,6220,24.38,21.831,1.11677,81,3.39,72,0.4,0.4,0.42,0.41,0.4,0,67,\N,2019-07-06 01:02:19
THRM,Capital Goods,Auto Parts:O.E.M.,1360,40.63,40.475,1.00383,48,1.33,51,0.35,0.45,-0.01,0.36,0.25,-0.217391,56,\N,2019-07-06 01:02:33
GEOS,Capital Goods,Industrial Machinery/Components,176.4,15.46,14.14,1.09338,76,2.45,64,-0.36,-0.36,-0.02,-0.44,0.05,\N,27,\N,2019-07-06 01:02:47
GABC,Finance,Major Banks,728.27,30.68,29.768,1.03063,59,5.15,83,0.51,0.48,0.55,0.44,0.6,0.5625,89,\N,2019-07-06 01:03:01
