FSCT,Technology,Computer peripheral equipment,1490,\N,\N,5.01,\N,-0.74,-0.5,-0.2,-0.42,-0.78,\N,\N,\N,2019-07-06 00:23:26
FRSX,Technology,Computer Software: Prepackaged Software,34.58,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
FORM,Technology,Semiconductors,1070,\N,\N,2.17,\N,0.03,0.12,0.1,1.13,0.07,\N,\N,\N,2019-07-06 00:23:47
FORTY,Technology,EDP Services,757.07,\N,\N,0.54,\N,0.48,0.51,0.45,0.7,0.58,\N,\N,\N,2019-07-06 00:24:07
FORR,Consumer Services,Diversified Commercial Services,853.45,\N,\N,2.3,\N,-0.1,0.43,0.21,0.29,-0.73,\N,\N,\N,2019-07-06 00:24:31
FRTA,Capital Goods,Building Materials,265.55,\N,\N,0.23,\N,-0.31,0.11,0.09,-0.27,-0.39,\N,\N,\N,2019-07-06 00:24:54
FTNT,Technology,Computer peripheral equipment,12780,\N,\N,7.12,\N,0.24,0.28,0.33,1.04,0.34,\N,\N,\N,2019-07-06 00:51:41
FBIO,Health Care,Major Pharmaceuticals,108.28,\N,\N,3.61,\N,-0.49,-0.5,-0.37,-0.58,0.02,\N,\N,\N,2019-07-06 00:51:55
FBIOP,Health Care,Major Pharmaceuticals,21.1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: ,\N
FTSV,Health Care,Major Pharmaceuticals,338.68,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
FMCI,Finance,Business Services,258.35,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
FWRD,Transportation,Oil Refining/Marketing,1630,\N,\N,1.26,\N,0.6,0.82,0.76,0.95,0.64,\N,\N,\N,2019-07-06 00:52:26
FORD,Consumer Non-Durables,Plastic Products,11.15,\N,\N,0.3,\N,0.1,0.02,0.02,-0.06,-0.12,\N,\N,\N,2019-07-06 00:52:40
FWP,Health Care,Major Pharmaceuticals,48.96,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
FOSL,Consumer Non-Durables,Consumer Specialties,560.07,\N,\N,0.23,\N,-0.99,-0.16,0.1,0.94,-0.25,\N,\N,\N,2019-07-06 00:52:54
FOX,Consumer Services,Broadcasting,21840,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
FOXA,Consumer Services,Broadcasting,21930,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
FOXF,Consumer Non-Durables,Motor Vehicles,2990,\N,\N,4.89,\N,0.55,0.47,0.62,0.52,0.46,\N,\N,\N,2019-07-06 00:53:36
FRAN,Consumer Services,Clothing/Shoe/Accessory Stores,14.16,\N,\N,0.03,\N,-1.32,0.12,-5.64,-7.32,-3.48,\N,\N,\N,2019-07-06 00:53:50
FELE,Consumer Durables,Metal Fabrications,2120,\N,\N,1.66,\N,0.45,0.64,0.63,0.51,0.19,\N,\N,\N,2019-07-06 00:54:04
FRAF,Finance,Major Banks,160.21,\N,\N,3.81,\N,0.8,-1.18,0.91,0.86,0.73,\N,\N,\N,2019-07-06 00:54:18
FRED,Consumer Services,Department/Specialty Retail Stores,12.06,\N,\N,0.02,\N,-0.6,-0.88,-0.74,1.91,-0.96,\N,\N,\N,2019-07-06 00:54:32
RAIL,Capital Goods,Railroads,75.58,\N,\N,0.25,\N,-0.51,-0.19,-0.5,-2.06,-1.12,\N,\N,\N,2019-07-06 00:54:45
FEIM,Capital Goods,Electrical Products,94.28,\N,\N,2.32,\N,-1.18,-1.42,0,0.01,-0.04,\N,\N,\N,2019-07-06 00:54:59
FRPT,Consumer Non-Durables,Packaged Foods,1640,\N,\N,8.07,\N,-0.1,-0.1,0,0.05,-0.1,\N,\N,\N,2019-07-06 00:55:13
FTDR,Finance,Diversified Commercial Services,3450,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
FTEO,Technology,EDP Services,131.14,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
FTR,Public Utilities,Telecommunications Equipment,158.99,\N,\N,0.02,\N,-0.44,-0.92,-4.11,-2.12,-0.84,\N,\N,\N,2019-07-06 00:55:42
FRPH,Finance,Real Estate,489.71,\N,\N,23.8,\N,0.15,11.87,0.22,0.07,0.19,\N,\N,\N,2019-07-06 00:55:56
FSBW,Finance,Banks,220.04,\N,\N,3.11,\N,1.15,1.13,1.07,2.83,1.15,\N,\N,\N,2019-07-06 00:56:11
FSBC,Finance,Savings Institutions,34.39,\N,\N,3.19,\N,0.05,0.04,-0.03,0.02,0,\N,\N,\N,2019-07-06 00:56:25
FTEK,Capital Goods,Pollution Control Equipment,31.44,\N,\N,0.63,\N,-0.01,-0.07,0.04,0.04,-0.05,\N,\N,\N,2019-07-06 00:56:54
FCEL,Miscellaneous,Industrial Machinery/Components,4.25,\N,\N,0.29,\N,-2.76,-2.4,-2.28,-3.96,-2.06,\N,\N,\N,2019-07-06 00:57:09
FLGT,Health Care,Medical Specialities,109.95,\N,\N,5.01,\N,-0.11,-0.06,-0.03,-0.05,-0.1,\N,\N,\N,2019-07-06 00:57:25
FORK,Consumer Non-Durables,Plastic Products,33.96,\N,\N,0.25,\N,0.02,0.09,0.1,0.13,0.09,\N,\N,\N,2019-07-06 00:57:39
FLL,Consumer Services,Hotels/Resorts,50.41,\N,\N,0.28,\N,-0.2,-0.02,0.04,-0.07,-0.06,\N,\N,\N,2019-07-06 00:57:53
FULT,Finance,Major Banks,2650,\N,\N,3.5,\N,0.28,0.2,0.37,0.33,0.33,\N,\N,\N,2019-07-06 00:58:07
FNKO,Consumer Non-Durables,Recreational Products/Toys,1150,\N,\N,1.53,\N,0.04,0.01,0.08,0.23,0.08,\N,\N,\N,2019-07-06 00:58:21
FHL,Finance,Investment Bankers/Brokers/Service,1100,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
FTFT,Consumer Non-Durables,Packaged Foods,38.77,\N,\N,20.08,\N,-1.9,-18.07,-0.42,-0.23,-0.94,\N,\N,\N,2019-07-06 00:58:36
FFHL,Capital Goods,Specialty Chemicals,6.18,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
FVCB,Finance,Major Banks,260.37,\N,\N,6.28,\N,0.25,0.26,0.27,0.1,0.27,\N,\N,\N,2019-07-06 00:58:50
WILC,Consumer Non-Durables,Food Distributors,130.42,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GTHX,Health Care,Major Pharmaceuticals,1030,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GAIA,Consumer Services,Movies/Entertainment,136.22,\N,\N,2.79,\N,-0.39,-0.35,-0.58,-0.62,-0.38,\N,\N,\N,2019-07-06 00:59:06
GLPG,Health Care,Major Pharmaceuticals,6920,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GALT,Health Care,Major Pharmaceuticals,219.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GLMD,Health Care,Major Pharmaceuticals,138.29,\N,\N,83.38,\N,-0.17,-0.17,-0.05,-0.18,-0.17,\N,\N,\N,2019-07-06 00:59:22
GMDA,Health Care,Biotechnology: Biological Products (No Diagnostic ,125.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GLPI,Consumer Services,Real Estate Investment Trusts,8380,\N,\N,7.69,\N,0.45,0.43,0.49,0.21,0.43,\N,\N,\N,2019-07-06 00:59:37
GRMN,Capital Goods,Industrial Machinery/Components,15220,\N,\N,4.42,\N,0.68,1,0.97,1,0.74,\N,\N,\N,2019-07-06 00:59:51
GLIBA,Public Utilities,Telecommunications Equipment,6100,\N,\N,7.43,\N,-1.58,-2.82,2.91,-6.64,6.41,\N,\N,\N,2019-07-06 01:00:05
GLIBP,Public Utilities,Telecommunications Equipment,931.33,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: ,\N
GDS,Technology,Computer Software: Programming\, Data Processing,4140,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GEMP,Health Care,Major Pharmaceuticals,17.19,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GENC,Capital Goods,Construction/Ag Equipment/Trucks,180.31,\N,\N,2.07,\N,0.26,0.18,0.25,0.02,0.51,\N,\N,\N,2019-07-06 01:00:35
GFN,Technology,Diversified Commercial Services,249.71,\N,\N,0.66,\N,-0.06,-0.44,-0.01,-0.17,-0.04,\N,\N,\N,2019-07-06 01:01:04
GFNCP,Technology,Diversified Commercial Services,41.24,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: ,\N
GENE,Health Care,Biotechnology: Biological Products (No Diagnostic ,11.06,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GNFT,Health Care,Biotechnology: Biological Products (No Diagnostic ,774.11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GNUS,Consumer Services,Movies/Entertainment,16.17,\N,\N,7.38,\N,-0.18,-0.26,-0.24,-0.41,-0.54,\N,\N,\N,2019-07-06 01:01:35
GNMK,Health Care,Medical/Dental Instruments,358.14,\N,\N,5.09,\N,-0.21,-0.3,-0.2,-0.21,-0.21,\N,\N,\N,2019-07-06 01:01:48
GNCA,Health Care,Biotechnology: Biological Products (No Diagnostic ,49.32,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GHDX,Health Care,Medical Specialities,2000,\N,\N,5.28,\N,-0.11,0.23,0.32,0.23,0.34,\N,\N,\N,2019-07-06 01:02:04
GNPX,Health Care,Major Pharmaceuticals,18.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GNTX,Capital Goods,Auto Parts:O.E.M.,6220,\N,\N,3.39,\N,0.4,0.4,0.42,0.41,0.4,\N,\N,\N,2019-07-06 01:02:19
THRM,Capital Goods,Auto Parts:O.E.M.,1360,\N,\N,1.33,\N,0.35,0.45,-0.01,0.36,0.25,\N,\N,\N,2019-07-06 01:02:33
GEOS,Capital Goods,Industrial Machinery/Components,176.4,\N,\N,2.45,\N,-0.36,-0.36,-0.02,-0.44,0.05,\N,\N,\N,2019-07-06 01:02:47
GABC,Finance,Major Banks,728.27,\N,\N,5.15,\N,0.51,0.48,0.55,0.44,0.6,\N,\N,\N,2019-07-06 01:03:01
GERN,Health Care,Major Pharmaceuticals,272.31,\N,\N,319.77,\N,-0.04,-0.04,-0.03,-0.04,-0.05,\N,\N,\N,2019-07-06 01:03:16
GEVO,Basic Industries,Major Chemicals,22.58,\N,\N,0.87,\N,-2.2,-7.19,-0.85,-0.83,-0.6,\N,\N,\N,2019-07-06 01:03:30
ROCK,Capital Goods,Steel/Iron Ore,1250,\N,\N,1.27,\N,0.26,0.7,0.6,0.4,0.19,\N,\N,\N,2019-07-06 01:03:44
GIGM,Technology,Computer Software: Programming\, Data Processing,27.63,\N,\N,4.44,\N,-0.08,-0.07,-0.1,-0.05,-0.05,\N,\N,\N,2019-07-06 01:03:58
GIII,Consumer Non-Durables,Apparel,1320,\N,\N,0.46,\N,0.2,0.2,1.86,0.48,0.24,\N,\N,\N,2019-07-06 01:04:12
GILT,Technology,Radio And Television Broadcasting And Communicatio,458.57,\N,\N,1.76,\N,0.04,0.04,0.16,0.09,0.05,\N,\N,\N,2019-07-06 01:04:27
GILD,Health Care,Biotechnology: Biological Products (No Diagnostic ,87300,\N,\N,3.9,\N,1.17,1.39,1.6,0,1.54,\N,\N,\N,2019-07-06 01:04:40
GBCI,Finance,Major Banks,3400,\N,\N,6.3,\N,0.48,0.52,0.58,0.59,0.58,\N,\N,\N,2019-07-06 01:04:55
GLAD,Consumer Non-Durables,Textiles,268.86,\N,\N,5.76,\N,0.35,0.45,-0.38,-0.13,0.33,\N,\N,\N,2019-07-06 01:05:09
GLADN,Consumer Non-Durables,Textiles,52.81,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: ,\N
GOOD,Consumer Services,Real Estate,656.1,\N,\N,6.15,\N,0.06,-0.01,-0.01,-0.02,0.06,\N,\N,\N,2019-07-06 01:05:38
GOODM,Consumer Services,Real Estate,89.86,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: ,\N
GOODO,Consumer Services,Real Estate,31.31,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: ,\N
GOODP,Consumer Services,Real Estate,26.64,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: ,\N
LAND,Consumer Services,Real Estate Investment Trusts,211.27,\N,\N,6.11,\N,-0.02,-0.11,0.35,-0.08,-0.03,\N,\N,\N,2019-07-06 01:06:50
LANDP,Consumer Services,Real Estate Investment Trusts,29.88,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: ,\N
GLBZ,Finance,Major Banks,32.16,\N,\N,2.23,\N,0.09,0.17,0.19,0.11,0.05,\N,\N,\N,2019-07-06 01:07:22
GBT,Health Care,Major Pharmaceuticals,3520,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
ENT,Consumer Services,Telecommunications Equipment,58.66,\N,\N,0.09,\N,-0.42,-0.5,-0.47,-1.19,-0.41,\N,\N,\N,2019-07-06 01:07:36
GBLI,Finance,Property-Casualty Insurers,405.89,\N,\N,0.85,\N,0.4,0.5,0.26,-5.2,1.37,\N,\N,\N,2019-07-06 01:07:50
SELF,Consumer Services,Real Estate Investment Trusts,29.23,\N,\N,3.62,\N,0.01,0.05,0.01,0.01,0.02,\N,\N,\N,2019-07-06 01:08:03
GWRS,Public Utilities,Water Supply,218.36,\N,\N,6.16,\N,0.02,0.11,0.03,0,0.03,\N,\N,\N,2019-07-06 01:08:17
GLBS,Transportation,Marine Transportation,9.42,\N,\N,0.6,\N,-0.5,-0.3,0.08,-0.42,-0.15,\N,\N,\N,2019-07-06 01:08:31
GLUU,Technology,EDP Services,1030,\N,\N,2.75,\N,-0.05,-0.03,0,-0.01,0,\N,\N,\N,2019-07-06 01:08:45
GLYC,Health Care,Major Pharmaceuticals,491.83,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GOGO,Consumer Services,Telecommunications Equipment,345.05,\N,\N,0.44,\N,-0.34,-0.47,-0.47,-0.74,-0.21,\N,\N,\N,2019-07-06 01:09:01
GLNG,Consumer Services,Marine Transportation,1710,\N,\N,3.84,\N,-0.21,0.36,0.66,-3.09,-0.41,\N,\N,\N,2019-07-06 01:09:14
GMLP,Consumer Services,Marine Transportation,780.52,\N,\N,2.39,\N,0.16,0.35,0.64,-0.27,-0.22,\N,\N,\N,2019-07-06 01:09:28
GMLPP,Consumer Services,Marine Transportation,137.06,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
DNJR,Finance,Finance: Consumer Services,49.59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,list index out of range,\N
GDEN,Consumer Services,Services-Misc. Amusement & Recreation,373.8,\N,\N,0.46,\N,0.13,0.12,-0.11,-0.9,-0.29,\N,\N,\N,2019-07-06 01:09:57
GOGL,Consumer Services,Marine Transportation,753.78,\N,\N,1.4,\N,0.12,0.06,0.24,0.16,-0.05,\N,\N,\N,2019-07-06 01:10:11
GTIM,Consumer Services,Restaurants,23.17,\N,\N,0.22,\N,-0.03,0.02,-0.03,-0.08,-0.04,\N,\N,\N,2019-07-06 01:10:25
GSHD,Finance,Specialty Insurers,1600,\N,\N,26.14,\N,0.1,-0.68,0.02,0.01,0.16,\N,\N,\N,2019-07-06 01:10:39
GPRO,Miscellaneous,Industrial Machinery/Components,871.79,\N,\N,0.71,\N,-0.55,-0.27,-0.19,0.22,-0.17,\N,\N,\N,2019-07-06 01:10:53
GPAQ,Finance,Business Services,194.06,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GRSH,Finance,Business Services,502,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GMHI,Finance,Business Services,505,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GMHIW,Finance,Business Services,9,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GOSS,Health Care,Major Pharmaceuticals,1460,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
LOPE,Consumer Services,Other Consumer Services,5700,\N,\N,7.43,\N,1.52,0.95,0.7,1.56,1.52,\N,\N,\N,2019-07-06 01:11:28
GRVY,Miscellaneous,Business Services,312.7,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GEC,Technology,Computer Software: Prepackaged Software,107.68,\N,\N,2.83,\N,-0.18,-0.1,-0.08,-0.17,0.17,\N,\N,\N,2019-07-06 01:11:43
GLDD,Basic Industries,Military/Government/Technical,682.47,\N,\N,1.04,\N,-0.15,-0.02,0.18,-0.12,0.27,\N,\N,\N,2019-07-06 01:11:58
GSBC,Finance,Major Banks,830.55,\N,\N,4.43,\N,0.86,0.95,0.97,1.57,1.21,\N,\N,\N,2019-07-06 01:12:13
GRBK,Capital Goods,Homebuilding,427.7,\N,\N,0.7,\N,0.22,0.29,0.24,0.26,0.25,\N,\N,\N,2019-07-06 01:12:26
GPP,Basic Industries,Major Chemicals,317.45,\N,\N,3.39,\N,0.41,0.42,0.44,0.51,0.43,\N,\N,\N,2019-07-06 01:12:40
GPRE,Basic Industries,Major Chemicals,405.54,\N,\N,0.12,\N,-0.6,-0.02,-0.31,1.13,-1.06,\N,\N,\N,2019-07-06 01:12:54
GCBC,Finance,Banks,248.45,\N,\N,5.37,\N,0.43,0.42,0.51,0.54,0.51,\N,\N,\N,2019-07-06 01:13:09
GLAC,Finance,Business Services,58.88,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GNLN,Capital Goods,Recreational Products/Toys,404.47,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: ,\N
GLRE,Finance,Property-Casualty Insurers,307.69,\N,\N,0.88,\N,-3.85,-1.01,-2.48,-2.25,0.16,\N,\N,\N,2019-07-06 01:13:37
GRNQ,Technology,EDP Services,61.6,\N,\N,15.72,\N,0,-0.01,0,-0.14,-0.01,\N,\N,\N,2019-07-06 01:13:51
GSKY,Miscellaneous,Business Services,2200,\N,\N,4.76,\N,0.08,0.09,0.2,0.11,0.05,\N,\N,\N,2019-07-06 01:14:06
GSUM,Technology,Computer Software: Prepackaged Software,90.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GRIF,Finance,Real Estate,186.55,\N,\N,5.3,\N,-0.34,0.07,-0.02,-0.03,-0.12,\N,\N,\N,2019-07-06 01:14:21
GRFS,Health Care,Major Pharmaceuticals,13760,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GRIN,Transportation,Marine Transportation,89.6,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,list index out of range,\N
GRTS,Health Care,Biotechnology: Biological Products (No Diagnostic ,350.76,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
GRPN,Technology,Advertising,1940,\N,\N,0.77,\N,-0.01,-0.17,0.08,0.08,-0.07,\N,\N,\N,2019-07-06 01:15:05
OMAB,Transportation,Aerospace,2510,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GGAL,Finance,Commercial Banks,4960,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GVP,Technology,Computer Software: Prepackaged Software,44.39,\N,\N,0.48,\N,-0.08,0.05,-0.03,0.03,-0.21,\N,\N,\N,2019-07-06 01:15:38
GSIT,Technology,Semiconductors,193.44,\N,\N,3.86,\N,0.01,-0.08,-0.02,0.1,0,\N,\N,\N,2019-07-06 01:15:53
GTYH,Technology,EDP Services,351.53,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
GNTY,Finance,Major Banks,359.11,\N,\N,4.24,\N,0.39,0.41,0.42,0.55,0.45,\N,\N,\N,2019-07-06 01:16:21
GFED,Finance,Major Banks,102.89,\N,\N,2.52,\N,0.3,-0.08,0.88,0.54,0.47,\N,\N,\N,2019-07-06 01:16:35
GH,Health Care,Medical Specialities,7550,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
GHSI,Health Care,Major Pharmaceuticals,29.69,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
GIFI,Capital Goods,Metal Fabrications,111.84,\N,\N,0.45,\N,-0.35,0.04,-0.73,-0.31,-0.2,\N,\N,\N,2019-07-06 01:17:18
GURE,Basic Industries,Major Chemicals,44.34,\N,\N,116.62,\N,-0.15,-0.1,-0.42,-0.82,-0.1,\N,\N,\N,2019-07-06 01:17:32
GPOR,Energy,Oil & Gas Production,744.01,\N,\N,0.52,\N,0.5,0.64,0.55,0.78,0.38,\N,\N,\N,2019-07-06 01:17:47
GWPH,Health Care,Major Pharmaceuticals,5280,\N,\N,83.26,\N,-3.11,-1.26,-2.76,-2.4,-1.68,\N,\N,\N,2019-07-06 01:18:01
GWGH,Finance,Life Insurance,257.21,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
GYRO,Consumer Services,Building operators,28.32,\N,\N,9.99,\N,-0.44,-0.11,1.55,-0.44,-0.55,\N,\N,\N,2019-07-06 01:18:17
HLG,Consumer Services,Other Consumer Services,1570,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
HNRG,Energy,Coal Mining,161.81,\N,\N,0.56,\N,0.07,0,0.09,0.09,0.23,\N,\N,\N,2019-07-06 01:18:32
HALL,Finance,Property-Casualty Insurers,260.97,\N,\N,0.66,\N,0.04,0.28,0.53,-0.28,0.83,\N,\N,\N,2019-07-06 01:18:46
HALO,Health Care,Biotechnology: Biological Products (No Diagnostic ,2370,\N,\N,13.92,\N,-0.19,-0.16,-0.19,-0.01,0.01,\N,\N,\N,2019-07-06 01:19:01
HLNE,Finance,Investment Managers,2820,\N,\N,11.74,\N,0.72,0.39,0.49,0.22,0.32,\N,\N,\N,2019-07-06 01:19:16
HJLI,Health Care,Medical/Dental Instruments,13.52,\N,\N,70.74,\N,-0.44,-1.06,-0.13,-0.05,-0.13,\N,\N,\N,2019-07-06 01:19:30
HWC,Finance,Major Banks,3310,\N,\N,3.08,\N,0.83,0.82,0.96,1.1,0.91,\N,\N,\N,2019-07-06 01:19:45
HAFC,Finance,Major Banks,657.84,\N,\N,3.46,\N,0.46,0.48,0.5,0.37,0.48,\N,\N,\N,2019-07-06 01:19:58
HONE,Finance,Major Banks,594.55,\N,\N,4.48,\N,0.07,0.1,0.19,0,0.07,\N,\N,\N,2019-07-06 01:20:13
HLIT,Technology,Radio And Television Broadcasting And Communicatio,497.25,\N,\N,1.3,\N,-0.16,-0.03,-0.09,0.04,-0.13,\N,\N,\N,2019-07-06 01:20:27
HARP,Health Care,Biotechnology: Biological Products (No Diagnostic ,303.37,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,,\N
HROW,Health Care,Major Pharmaceuticals,195.77,\N,\N,4.36,\N,-0.17,0.11,-0.12,0.77,0.43,\N,\N,\N,2019-07-06 01:20:55
HBIO,Capital Goods,Biotechnology: Laboratory Analytical Instruments,75,\N,\N,0.59,\N,-0.11,-0.04,-0.01,0.06,-0.06,\N,\N,\N,2019-07-06 01:21:26
HAS,Consumer Non-Durables,Recreational Products/Toys,13230,\N,\N,2.88,\N,-0.9,0.48,2.06,0.07,0.21,\N,\N,\N,2019-07-06 01:21:41
HA,Transportation,Air Freight/Delivery Services,1240,\N,\N,0.48,\N,0.56,1.56,1.84,0.64,0.75,\N,\N,\N,2019-07-06 01:21:56
HWKN,Consumer Durables,Specialty Chemicals,426.89,\N,\N,0.81,\N,-3.51,0.85,0.69,0.39,0.35,\N,\N,\N,2019-07-06 01:22:10
HWBK,Finance,Major Banks,165.07,\N,\N,3.17,\N,0.33,0.46,0.49,0.42,0.74,\N,\N,\N,2019-07-06 01:22:25
HAYN,Capital Goods,Steel/Iron Ore,387.35,\N,\N,0.84,\N,-0.17,0.06,0.17,-0.13,0.12,\N,\N,\N,2019-07-06 01:22:39
HDS,Consumer Services,Office Equipment/Supplies/Services,6760,\N,\N,1.1,\N,0.48,0.71,0.45,0.52,0.63,\N,\N,\N,2019-07-06 01:22:53
HHR,Technology,Professional Services,795.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
HIIQ,Finance,Specialty Insurers,340.29,\N,\N,0.99,\N,0.33,0.22,0.22,0.4,0.11,\N,\N,\N,2019-07-06 01:23:08
HCSG,Health Care,Hospital/Nursing Management,2200,\N,\N,1.13,\N,0,0.35,0.35,0.42,0.12,\N,\N,\N,2019-07-06 01:23:22
HQY,Miscellaneous,Business Services,4060,\N,\N,13.28,\N,0.36,0.36,0.25,0.21,0.65,\N,\N,\N,2019-07-06 01:23:36
HSTM,Technology,Computer Software: Programming\, Data Processing,824.93,\N,\N,3.48,\N,0.74,0.08,0.09,0.09,0.18,\N,\N,\N,2019-07-06 01:23:50
HTLD,Transportation,Trucking Freight/Courier Services,1440,\N,\N,2.53,\N,0.16,0.22,0.23,0.27,0.21,\N,\N,\N,2019-07-06 01:24:04
HTLF,Finance,Major Banks,1580,\N,\N,3.2,\N,0.76,0.85,0.97,0.93,0.91,\N,\N,\N,2019-07-06 01:24:19
HTBX,Health Care,Major Pharmaceuticals,24.2,\N,\N,4.12,\N,-0.75,-0.27,-0.16,-0.15,-0.17,\N,\N,\N,2019-07-06 01:24:33
HEBT,Capital Goods,Metal Fabrications,24.08,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,list index out of range,\N
HSII,Technology,Diversified Commercial Services,574.88,\N,\N,0.77,\N,0.53,0.59,0.85,0.56,0.62,\N,\N,\N,2019-07-06 01:25:02
HELE,Consumer Durables,Home Furnishings,3320,\N,\N,2.12,\N,2.22,1.42,1.66,1.88,1.46,\N,\N,\N,2019-07-06 01:25:17
HLIO,Capital Goods,Metal Fabrications,1400,\N,\N,2.62,\N,0.4,0.22,0.36,0.51,0.51,\N,\N,\N,2019-07-06 01:25:32
HSDT,Health Care,Biotechnology: Electromedical & Electrotherapeutic,59.38,\N,\N,48.98,\N,-0.08,-0.78,-0.19,-0.22,-0.06,\N,\N,\N,2019-07-06 01:25:46
HMTV,Consumer Services,Television Services,487.43,\N,\N,3.38,\N,-0.19,-0.13,-0.03,0.07,-0.04,\N,\N,\N,2019-07-06 01:26:02
HNNA,Finance,Investment Managers,72.05,\N,\N,1.48,\N,0.58,0.53,0.46,0.39,0.37,\N,\N,\N,2019-07-06 01:26:16
HCAC,Finance,Business Services,298.65,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,could not convert string to float: N/A,\N
HSIC,Health Care,Medical Specialities,10330,\N,\N,0.78,\N,0.91,0.92,0.79,0.87,0.73,\N,\N,\N,2019-07-06 01:26:32
